id,timestamp,full_sq,life_sq,floor,max_floor,material,build_year,num_room,kitch_sq,state,product_type,sub_area,area_m,raion_popul,green_zone_part,indust_part,children_preschool,preschool_quota,preschool_education_centers_raion,children_school,school_quota,school_education_centers_raion,school_education_centers_top_20_raion,hospital_beds_raion,healthcare_centers_raion,university_top_20_raion,sport_objects_raion,additional_education_raion,culture_objects_top_25,culture_objects_top_25_raion,shopping_centers_raion,office_raion,thermal_power_plant_raion,incineration_raion,oil_chemistry_raion,radiation_raion,railroad_terminal_raion,big_market_raion,nuclear_reactor_raion,detention_facility_raion,full_all,male_f,female_f,young_all,young_male,young_female,work_all,work_male,work_female,ekder_all,ekder_male,ekder_female,0_6_all,0_6_male,0_6_female,7_14_all,7_14_male,7_14_female,0_17_all,0_17_male,0_17_female,16_29_all,16_29_male,16_29_female,0_13_all,0_13_male,0_13_female,raion_build_count_with_material_info,build_count_block,build_count_wood,build_count_frame,build_count_brick,build_count_monolith,build_count_panel,build_count_foam,build_count_slag,build_count_mix,raion_build_count_with_builddate_info,build_count_before_1920,build_count_1921-1945,build_count_1946-1970,build_count_1971-1995,build_count_after_1995,ID_metro,metro_min_avto,metro_km_avto,metro_min_walk,metro_km_walk,kindergarten_km,school_km,park_km,green_zone_km,industrial_km,water_treatment_km,cemetery_km,incineration_km,railroad_station_walk_km,railroad_station_walk_min,ID_railroad_station_walk,railroad_station_avto_km,railroad_station_avto_min,ID_railroad_station_avto,public_transport_station_km,public_transport_station_min_walk,water_km,water_1line,mkad_km,ttk_km,sadovoe_km,bulvar_ring_km,kremlin_km,big_road1_km,ID_big_road1,big_road1_1line,big_road2_km,ID_big_road2,railroad_km,railroad_1line,zd_vokzaly_avto_km,ID_railroad_terminal,bus_terminal_avto_km,ID_bus_terminal,oil_chemistry_km,nuclear_reactor_km,radiation_km,power_transmission_line_km,thermal_power_plant_km,ts_km,big_market_km,market_shop_km,fitness_km,swim_pool_km,ice_rink_km,stadium_km,basketball_km,hospice_morgue_km,detention_facility_km,public_healthcare_km,university_km,workplaces_km,shopping_centers_km,office_km,additional_education_km,preschool_km,big_church_km,church_synagogue_km,mosque_km,theater_km,museum_km,exhibition_km,catering_km,ecology,green_part_500,prom_part_500,office_count_500,office_sqm_500,trc_count_500,trc_sqm_500,cafe_count_500,cafe_sum_500_min_price_avg,cafe_sum_500_max_price_avg,cafe_avg_price_500,cafe_count_500_na_price,cafe_count_500_price_500,cafe_count_500_price_1000,cafe_count_500_price_1500,cafe_count_500_price_2500,cafe_count_500_price_4000,cafe_count_500_price_high,big_church_count_500,church_count_500,mosque_count_500,leisure_count_500,sport_count_500,market_count_500,green_part_1000,prom_part_1000,office_count_1000,office_sqm_1000,trc_count_1000,trc_sqm_1000,cafe_count_1000,cafe_sum_1000_min_price_avg,cafe_sum_1000_max_price_avg,cafe_avg_price_1000,cafe_count_1000_na_price,cafe_count_1000_price_500,cafe_count_1000_price_1000,cafe_count_1000_price_1500,cafe_count_1000_price_2500,cafe_count_1000_price_4000,cafe_count_1000_price_high,big_church_count_1000,church_count_1000,mosque_count_1000,leisure_count_1000,sport_count_1000,market_count_1000,green_part_1500,prom_part_1500,office_count_1500,office_sqm_1500,trc_count_1500,trc_sqm_1500,cafe_count_1500,cafe_sum_1500_min_price_avg,cafe_sum_1500_max_price_avg,cafe_avg_price_1500,cafe_count_1500_na_price,cafe_count_1500_price_500,cafe_count_1500_price_1000,cafe_count_1500_price_1500,cafe_count_1500_price_2500,cafe_count_1500_price_4000,cafe_count_1500_price_high,big_church_count_1500,church_count_1500,mosque_count_1500,leisure_count_1500,sport_count_1500,market_count_1500,green_part_2000,prom_part_2000,office_count_2000,office_sqm_2000,trc_count_2000,trc_sqm_2000,cafe_count_2000,cafe_sum_2000_min_price_avg,cafe_sum_2000_max_price_avg,cafe_avg_price_2000,cafe_count_2000_na_price,cafe_count_2000_price_500,cafe_count_2000_price_1000,cafe_count_2000_price_1500,cafe_count_2000_price_2500,cafe_count_2000_price_4000,cafe_count_2000_price_high,big_church_count_2000,church_count_2000,mosque_count_2000,leisure_count_2000,sport_count_2000,market_count_2000,green_part_3000,prom_part_3000,office_count_3000,office_sqm_3000,trc_count_3000,trc_sqm_3000,cafe_count_3000,cafe_sum_3000_min_price_avg,cafe_sum_3000_max_price_avg,cafe_avg_price_3000,cafe_count_3000_na_price,cafe_count_3000_price_500,cafe_count_3000_price_1000,cafe_count_3000_price_1500,cafe_count_3000_price_2500,cafe_count_3000_price_4000,cafe_count_3000_price_high,big_church_count_3000,church_count_3000,mosque_count_3000,leisure_count_3000,sport_count_3000,market_count_3000,green_part_5000,prom_part_5000,office_count_5000,office_sqm_5000,trc_count_5000,trc_sqm_5000,cafe_count_5000,cafe_sum_5000_min_price_avg,cafe_sum_5000_max_price_avg,cafe_avg_price_5000,cafe_count_5000_na_price,cafe_count_5000_price_500,cafe_count_5000_price_1000,cafe_count_5000_price_1500,cafe_count_5000_price_2500,cafe_count_5000_price_4000,cafe_count_5000_price_high,big_church_count_5000,church_count_5000,mosque_count_5000,leisure_count_5000,sport_count_5000,market_count_5000,price_doc
12839,2013-12-05,51,30.0,17.0,17.0,1.0,1987.0,2.0,8.0,2.0,Investment,Chertanovo Severnoe,6206098.885,111874,0.12812331,0.089039719,4720,2881.0,5,7976,6784.0,5,0,,0,0,10,3,no,0,11,5,no,no,no,no,no,no,no,no,125354,56569,68785,13326,5986,7340,73503,34020,39483,25045,6881,18164,4720,2321,2399,7976,3355,4621,14552,6590,7962,27006,12822,14184,12093,5372,6721,158.0,24.0,0.0,0.0,0.0,3.0,131.0,0.0,0.0,0.0,157.0,0.0,0.0,56.0,93.0,8.0,142,2.277794263,0.816860304,9.802323649,0.816860304,0.139459574,0.490434204,2.843710954,0.047170602,0.434827687,4.934364,1.589082,3.271841,1.361937277,16.34324733,82.0,4.425416208,6.576243031,21,0.225196749,2.702360982,1.00802177,no,5.949252609,7.973381541,11.15886068,12.61754668,13.22375935,0.257788828,2,no,5.739739315,40,0.844854445,no,12.78450365,32,7.935156512,9,12.43416776,4.385509054,1.635981939,1.259481037,5.879053212,1.922910721,10.30019742,4.672391383,0.162913826,0.940422942,8.131701357,9.668990905,1.867429318,2.781071765,15.932045,3.65825313,5.391911361,0.490434204,0.244111443,0.350940993,0.606407251,0.490434204,0.916745295,0.940799909,2.018161638,4.182522004,4.361056302,3.255422176,0.295481931,poor,6.75,3.16,2,112562,2,10100,2,1000.0,1500.0,1250.0,1,0,0,1,0,0,0,0,0,0,0,1,0,5.02,14.22,3,137562,8,346100,16,666.67,1100.0,883.33,1,5,4,5,1,0,0,1,1,0,0,5,0,4.98,26.08,5,467562,11,390100,29,603.7,1018.52,811.11,2,11,8,6,2,0,0,1,1,0,0,8,0,7.79,30.79,8,502362,14,740003,37,679.41,1117.65,898.53,3,12,8,11,3,0,0,1,3,0,0,11,0,17.34,24.85,12,591362,20,890503,74,637.68,1072.46,855.07,5,25,21,17,6,0,0,2,8,1,0,23,5,26.47,17.85,27,1227177,41,1457460,132,662.3,1118.85,890.57,10,41,40,28,12,1,0,7,27,1,4,38,12,8700000
12950,2013-12-10,49,1.0,3.0,12.0,1.0,2015.0,3.0,1.0,1.0,OwnerOccupier,Poselenie Sosenskoe,66772450.69,9553,0.336176896,0.072157581,656,,0,629,,0,0,,0,0,1,0,no,0,0,1,no,no,no,no,no,yes,no,no,13890,6584,7307,1370,709,661,6127,3237,2890,2056,583,1473,656,340,316,629,325,305,1542,801,742,3134,1753,1381,1207,623,584,,,,,,,,,,,,,,,,,45,7.581460653,6.15001015,73.8001218,6.15001015,3.602578403,3.902132564,4.44822859,0.574535276,0.183160793,5.83476,1.780477,10.47655,10.03741373,120.4489647,47.0,13.56058086,12.4119644,105,0.126387805,1.516653656,0.339636838,no,3.657878256,16.74845944,19.71352878,20.87560196,21.60973301,1.165004998,38,no,3.657878272,1,4.371535312,no,22.47671845,32,7.447586455,8,22.7373683,15.22565236,4.58764645,0.98071146,9.927734756,5.131183873,4.191806054,6.3220798,0.252644637,8.13144231,8.243349442,12.02816985,7.356109311,5.247304586,27.47604449,5.43826459,8.850613747,6.148186163,4.529508652,3.573869834,4.471965548,3.902132564,4.9877097,0.051339787,4.398592095,11.58915597,11.98049768,8.87250182,0.59259562,no data,0.0,14.0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0.67,10.85,0,0,0,0,1,500.0,1000.0,750.0,0,0,1,0,0,0,0,0,1,0,0,1,0,14.21,8.16,0,0,0,0,1,500.0,1000.0,750.0,0,0,1,0,0,0,0,0,1,0,0,1,0,25.06,7.89,0,0,0,0,1,500.0,1000.0,750.0,0,0,1,0,0,0,0,0,2,0,0,1,0,30.7,5.0,0,0,0,0,4,1750.0,2875.0,2312.5,0,0,1,0,1,2,0,0,5,0,0,1,0,34.33,7.92,1,85159,3,252076,13,1191.67,1916.67,1554.17,1,1,2,5,2,2,0,1,12,1,0,8,0,5197584
13462,2013-12-26,60,33.0,10.0,17.0,1.0,1985.0,2.0,10.0,3.0,Investment,Ljublino,17881913.61,165727,0.260652636,0.133215333,10809,5153.0,10,11395,11887.0,13,0,1406.0,3,0,13,1,no,0,4,3,no,no,no,yes,no,yes,no,yes,89971,44031,45940,23651,12084,11567,107626,53883,53743,34450,9536,24914,10809,5581,5228,11395,5778,5617,26333,13469,12864,23273,13683,9590,20866,10654,10212,462.0,58.0,0.0,0.0,209.0,4.0,190.0,0.0,1.0,0.0,461.0,0.0,20.0,193.0,154.0,94.0,43,1.363631991,0.928354068,9.175843301,0.764653608,0.094426262,0.60866052,1.366561846,0.148957724,0.784594291,3.340908,2.042026,10.73559,2.390085163,28.68102195,17.0,2.390085163,3.190795846,17,0.059158477,0.709901724,1.323517007,no,5.198321501,6.007380135,9.553981323,10.79466442,11.68475055,3.668510639,3,no,4.936629098,50,1.198975754,no,12.99334229,5,8.463929264,6,4.472484937,5.572381015,0.71172234,2.924252021,6.072387753,5.6370985,2.400563129,2.184857026,0.362577624,1.340210595,2.913950374,4.854957729,0.085961472,0.856189708,4.533103361,0.321976213,0.638280265,1.311381327,1.006369897,0.404846856,0.834284647,0.60866052,0.194545878,0.54956645,8.962780342,6.198967612,3.29389711,3.227458224,0.596199955,excellent,5.66,0.0,1,3752,0,0,0,,,,0,0,0,0,0,0,0,1,0,0,0,4,0,6.81,3.16,1,3752,0,0,4,750.0,1250.0,1000.0,0,0,2,2,0,0,0,2,2,0,0,11,0,8.84,10.41,2,53752,1,6320,15,821.43,1357.14,1089.29,1,0,6,7,1,0,0,2,4,0,0,13,1,13.47,9.42,4,75823,10,620798,37,664.71,1132.35,898.53,3,7,15,10,2,0,0,3,6,0,0,17,1,16.62,8.35,5,78523,18,805420,62,629.82,1061.4,845.61,5,18,20,16,3,0,0,5,17,0,0,25,6,20.04,16.36,11,377323,32,974225,105,640.0,1089.47,864.74,10,31,35,21,7,1,0,8,25,0,3,57,11,13000000
30165,2015-06-08,37,,13.0,17.0,1.0,2015.0,1.0,10.0,,OwnerOccupier,Poselenie Vnukovskoe,25536296.81,4001,0.496315283,0.007122317,275,,0,264,,0,0,,0,0,0,0,no,0,1,0,no,no,no,no,no,no,no,no,17790,8350,9443,574,297,277,2566,1356,1211,861,244,617,275,143,133,264,136,128,646,336,311,3796,2035,1762,506,261,245,,,,,,,,,,,,,,,,,21,2.596394134,2.077115314,24.92538377,2.077115314,1.170412595,1.545729905,4.894844728,0.214336177,0.117489727,17.04954,1.87474,19.52431,4.090547724,49.08657269,24.0,4.090547724,5.225925692,24,0.279753288,3.357039452,0.718453669,no,7.46600054,17.46339006,20.1839798,21.35256386,22.2224338,2.959485178,13,no,3.474052295,27,1.686871253,no,26.0543435,50,17.84544931,8,30.35159408,17.75021542,9.417805549,5.889295677,10.38637048,4.0369142,16.02481569,6.788675797,1.884938815,2.876572599,3.070732187,14.37739525,8.628215043,7.263480773,25.4396947,2.407790347,13.37247221,9.660009871,1.472892849,4.445599365,1.538651266,1.545729905,1.327970976,1.323447536,13.02428958,13.93838138,10.22538356,4.899560343,0.330327837,no data,15.29,2.83,0,0,0,0,1,1500.0,2500.0,2000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,34.64,2.86,0,0,0,0,2,1000.0,1750.0,1375.0,0,0,1,0,1,0,0,0,0,0,0,0,0,36.78,1.3,0,0,1,17000,2,1000.0,1750.0,1375.0,0,0,1,0,1,0,0,1,1,0,0,0,0,40.08,1.77,0,0,1,17000,6,716.67,1250.0,983.33,0,1,3,1,1,0,0,1,3,0,0,2,0,43.78,1.99,0,0,2,22000,9,700.0,1222.22,961.11,0,1,5,2,1,0,0,1,3,0,0,6,0,34.95,6.16,1,117300,4,201300,20,747.37,1263.16,1005.26,1,4,8,5,1,1,0,2,12,0,1,10,0,4933400
13886,2014-01-20,73,44.0,13.0,16.0,1.0,1975.0,3.0,10.0,4.0,Investment,Bibirevo,6407578.1,155572,0.189727117,6.99893e-05,9576,5001.0,5,10309,11065.0,5,0,240.0,1,0,7,3,no,0,16,1,no,no,no,no,no,no,no,no,86206,40477,45729,21154,11007,10147,98207,52277,45930,36211,10580,25631,9576,4899,4677,10309,5463,4846,23603,12286,11317,17508,9425,8083,18654,9709,8945,211.0,25.0,0.0,0.0,0.0,2.0,184.0,0.0,0.0,0.0,211.0,0.0,0.0,0.0,206.0,5.0,8,3.077506696,1.00443423,7.934351579,0.661195965,0.178048642,0.447870639,1.409018375,0.040181497,1.163075223,22.91414,0.980415,4.115187,4.01012165,48.1214598,8.0,5.002854702,7.478418891,8,0.046299346,0.555592148,0.629422133,no,1.003518132,11.67294619,13.85311124,14.42455933,15.91028434,1.003518117,1,no,3.098373051,36,1.942197155,no,14.94438231,101,23.40160111,1,19.04622116,5.168052795,1.135944224,0.932204849,5.560400069,4.995505977,9.923366522,3.305067732,0.54703196,2.100168949,2.369317136,8.123947823,3.372574715,1.500522262,4.223392937,0.755898195,7.427447185,1.000654522,0.477410274,0.972309321,0.204482184,0.447870639,1.214626187,0.686172597,4.585251662,13.16224156,8.167008916,7.912927344,0.273276793,good,28.08,0.0,0,0,1,5200,4,950.0,1500.0,1225.0,0,1,0,2,1,0,0,0,0,0,0,0,0,29.61,0.0,1,30500,4,18071,12,808.33,1291.67,1050.0,0,4,1,5,2,0,0,0,1,0,0,2,0,19.18,2.42,2,70500,8,132671,27,600.0,1000.0,800.0,1,12,6,6,2,0,0,2,4,0,0,6,1,16.35,6.43,6,113554,13,355291,38,563.89,958.33,761.11,2,16,11,7,2,0,0,2,4,0,0,11,1,11.79,12.95,12,213854,21,1377234,53,606.0,1020.0,813.0,3,21,15,11,2,1,0,3,4,0,0,17,2,16.83,11.29,23,696196,42,2153111,138,718.75,1203.13,960.94,10,35,44,36,9,4,0,10,17,1,0,46,4,12370000
19086,2014-05-29,42,29.0,6.0,9.0,2.0,1968.0,2.0,5.0,3.0,Investment,Nagatino-Sadovniki,7750777.821,76284,0.094680962,0.313924552,4935,2508.0,4,4625,5254.0,6,0,3855.0,2,0,10,3,no,0,10,11,no,no,no,yes,no,no,no,no,76156,34822,41334,10168,5342,4826,46080,23223,22857,20036,5635,14401,4935,2595,2340,4625,2446,2179,11461,6027,5434,19547,9638,9909,8992,4724,4268,189.0,42.0,0.0,0.0,94.0,4.0,49.0,0.0,0.0,0.0,186.0,0.0,3.0,127.0,46.0,10.0,2,2.59877889,1.649434832,20.17947404,1.681622836,0.093749364,0.253901333,0.780387551,0.266402126,0.4173274,2.540253,3.346265,8.923754,2.48040719,29.76488628,2.0,2.710186698,3.911694418,2,0.298938939,3.587267269,0.330106462,no,10.76699333,2.405754192,5.592565751,7.378559231,7.807912304,1.758431286,2,no,2.405754211,4,0.705823004,no,8.310999629,32,5.960304183,2,10.40895756,4.29460231,2.824340049,0.309788179,2.599573132,0.830202295,7.394476718,4.304805128,0.660845401,1.17737542,9.456731836,5.195486889,1.630308969,2.199274552,13.13378776,0.588291187,1.029781862,1.026593865,0.0,0.0,1.08425577,0.253901333,1.723077181,1.240815956,4.436060798,5.898302954,1.306058561,2.260631733,0.343576918,excellent,5.25,0.78,1,16310,1,25000,1,500.0,1000.0,750.0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.9,34.89,3,102910,6,169600,9,600.0,1000.0,800.0,0,3,3,3,0,0,0,0,0,0,0,4,0,7.94,42.18,6,270674,6,169600,18,672.22,1138.89,905.56,0,7,6,3,1,1,0,0,1,0,4,12,0,15.65,38.96,16,908247,12,469100,29,671.43,1142.86,907.14,1,11,9,4,3,1,0,1,4,0,4,14,0,15.71,29.25,27,1450315,19,1033535,64,724.19,1209.68,966.94,2,23,17,13,6,3,0,4,7,0,5,32,3,9.95,25.88,109,3624332,40,2302185,244,728.82,1224.89,976.86,15,63,78,58,24,6,0,14,33,1,12,62,14,7700000
10131,2013-08-28,37,19.0,4.0,14.0,1.0,2004.0,1.0,7.0,2.0,Investment,Juzhnoe Medvedkovo,3879802.193,81980,0.157331846,0.232205084,4926,2200.0,4,4860,6476.0,4,1,80.0,0,0,4,2,no,0,3,1,no,no,no,no,no,no,no,yes,27992,12961,15031,10412,5439,4973,52793,26701,26092,18775,5743,13032,4926,2565,2361,4860,2557,2303,11567,6043,5524,7360,3496,3864,9239,4816,4423,194.0,41.0,1.0,0.0,23.0,7.0,122.0,0.0,0.0,0.0,193.0,0.0,0.0,87.0,73.0,33.0,63,3.263888639,2.414947561,28.70853044,2.392377537,0.102648476,0.245940226,0.467731997,0.244063224,0.403063409,23.17693,1.115295,4.117381,3.951299835,47.41559802,25.0,3.998766765,5.71859695,25,0.165895087,1.99074104,0.702317976,no,2.407326919,9.116011095,11.38219822,12.04978649,13.488417,2.407326946,1,no,3.520833356,15,0.690059971,no,11.10074017,101,14.58726272,4,15.5483005,7.239715793,2.997752697,1.680873242,5.260297606,1.850481247,5.694335509,3.027728001,0.77706513,4.863276145,1.788844417,4.420977476,1.60291644,2.333404159,1.312683242,2.202263812,2.88403178,1.215261354,0.580873911,0.810773615,0.351791296,0.245940226,1.154516127,1.158129586,3.63486161,7.177340721,5.845408717,4.581906184,0.464771254,good,4.31,1.5,0,0,0,0,1,500.0,1000.0,750.0,0,0,1,0,0,0,0,0,0,0,0,0,0,9.14,12.14,1,17000,3,35367,8,787.5,1312.5,1050.0,0,1,3,3,1,0,0,0,0,0,0,3,0,19.85,18.41,3,37184,3,35367,15,707.69,1153.85,930.77,2,4,3,5,1,0,0,1,1,0,0,7,0,16.78,18.55,6,108184,7,81067,22,675.0,1125.0,900.0,2,5,7,7,1,0,0,4,5,0,0,13,1,13.16,11.03,9,136507,23,1385348,83,581.58,993.42,787.5,7,29,27,16,4,0,0,7,9,0,0,31,4,14.39,12.51,30,647743,44,3765370,167,645.58,1091.84,868.71,20,53,48,32,12,2,0,15,25,1,2,75,4,6500000
10328,2013-09-06,29,29.0,16.0,16.0,4.0,2013.0,1.0,1.0,1.0,OwnerOccupier,Chertanovo Central'noe,6879019.638,112221,0.061476659,0.282797669,7104,2546.0,5,8667,6009.0,5,0,,0,0,5,3,no,0,6,2,no,no,no,no,no,no,no,no,111874,46887,64987,16719,7542,9177,68254,33075,35179,27248,8428,18820,7104,3262,3842,8667,3861,4806,18927,8599,10328,22027,10067,11960,14733,6684,8049,175.0,47.0,0.0,0.0,0.0,5.0,123.0,0.0,0.0,0.0,175.0,0.0,0.0,60.0,99.0,16.0,23,3.525277899,0.685944854,8.231338246,0.685944854,0.229252456,0.586012421,2.772510396,0.027546488,0.971453128,7.46708,1.770491,2.11579,3.119329105,37.43194926,73.0,2.96638235,6.670877198,21,0.057734438,0.692813261,0.04654714,yes,3.084665797,10.71696005,13.91748578,15.34431282,15.97532362,0.420153897,2,no,2.912147482,40,1.659583418,no,15.53139117,32,5.418292082,9,14.05251577,6.679247891,3.434356536,1.710225532,3.676540284,1.675384428,13.32274106,6.297854469,0.77503874,4.463214645,6.6726675,14.99782817,1.220264322,3.76057719,20.97068819,0.990851243,8.138798886,0.586012421,0.466317282,0.466317282,0.360632777,0.586012421,1.800673558,0.905591414,4.854357261,6.929409529,5.249938683,5.92438759,0.183744628,poor,20.41,0.0,1,42483,1,42483,1,500.0,1000.0,750.0,0,0,1,0,0,0,0,0,0,0,0,0,0,8.47,0.03,2,66947,8,428686,9,466.67,833.33,650.0,0,4,4,1,0,0,0,0,1,0,0,1,0,9.76,3.74,4,93947,12,518686,13,615.38,1038.46,826.92,0,5,4,3,1,0,0,0,1,0,0,4,0,17.38,14.08,4,93947,13,522686,19,616.67,1027.78,822.22,1,7,5,5,1,0,0,2,5,0,0,7,0,28.95,23.52,6,133947,23,897365,31,653.57,1071.43,862.5,3,11,6,9,2,0,0,2,6,0,0,12,1,31.07,15.22,14,673309,41,1151369,92,672.09,1116.28,894.19,6,31,23,24,7,1,0,7,19,1,0,41,6,13336080
3477,2012-09-04,34,21.0,9.0,,,,,,,Investment,Mar'ina Roshha,4684027.803,65972,0.015525089,0.212515361,3518,1070.0,1,3293,3068.0,1,0,628.0,3,0,7,4,no,0,7,16,no,no,no,no,yes,no,no,no,26943,12163,14780,7150,3700,3450,43472,22791,20681,15350,4589,10761,3518,1783,1735,3293,1739,1554,8031,4173,3858,5000,2407,2593,6382,3296,3086,227.0,70.0,1.0,0.0,92.0,4.0,59.0,0.0,1.0,0.0,227.0,8.0,22.0,120.0,59.0,18.0,139,0.917636313,0.566765932,6.80119118,0.566765932,0.294037512,0.549996941,0.484680508,0.134579653,0.565415351,14.78051,1.157621,7.654896,1.918998144,23.02797773,89.0,2.49842544,3.463616825,89,0.286507625,3.438091502,1.091895921,no,11.30363161,0.365201494,2.506373955,3.141522976,4.588192783,0.365201476,34,no,0.365201476,4,0.410525048,no,2.719556031,121,5.769830487,4,9.941700171,8.126676744,3.411549708,1.741102042,7.548214621,1.742179872,16.73489319,1.80013845,0.486691554,1.638541662,5.136204414,4.703269317,0.484680508,1.070248823,3.166160481,1.259585068,1.890964202,1.834750766,0.178901696,0.653890329,0.480603698,0.549996941,0.564820426,0.568639127,1.950128982,1.810263279,2.168110651,4.596576672,0.265983456,poor,8.12,0.0,0,0,1,75000,5,580.0,900.0,740.0,0,3,0,2,0,0,0,0,0,0,0,3,0,7.1,6.77,6,52339,3,140400,20,710.0,1150.0,930.0,0,9,3,6,1,1,0,1,5,0,0,6,1,4.77,16.87,26,422804,5,159487,64,888.89,1468.25,1178.57,1,20,17,11,10,3,2,5,13,0,1,14,1,4.7,26.78,47,1017428,12,450887,137,792.59,1325.93,1059.26,2,45,40,23,20,5,2,6,20,1,2,23,1,9.75,23.82,166,2816218,18,559836,405,781.25,1303.39,1042.32,21,120,112,82,55,11,4,11,38,1,11,56,4,17.09,11.05,481,6709008,74,2592291,1706,858.72,1420.86,1139.79,95,443,438,383,246,83,18,79,150,1,67,163,12,7200000
3071,2012-07-31,37,22.0,7.0,,,,,,,Investment,Marfino,2104404.816,26943,0.033500178,0.08761909,1643,1468.0,1,1497,2560.0,2,0,,1,0,4,0,no,0,0,5,no,no,no,no,no,no,no,no,80917,36124,44793,3363,1729,1634,15891,7999,7892,7689,2435,5254,1643,846,797,1497,780,717,3771,1923,1848,14152,6954,7198,2953,1519,1434,137.0,25.0,0.0,0.0,85.0,0.0,27.0,0.0,0.0,0.0,137.0,0.0,1.0,111.0,10.0,15.0,75,0.923063985,0.612024816,7.344297795,0.612024816,0.487816157,0.919740377,0.5941851,0.035240352,0.185915566,20.90853,0.702185,1.584615,0.305231586,3.66277903,51.0,0.305231586,0.539572442,51,0.128153983,1.53784779,0.577084052,no,6.60253151,6.048423059,8.356381073,8.951913205,10.44044336,0.68259039,5,no,4.052410971,30,0.144265122,no,6.910867638,121,10.63457792,5,15.3403531,2.926710552,0.628902437,0.547991572,6.672299856,1.241337018,14.60801168,3.344473899,0.640659053,1.455900988,3.920058332,3.804734375,0.957101026,2.717932328,6.414994384,2.899081597,2.847889337,2.235796539,0.799907496,0.262942684,1.478961001,0.919740377,0.406722554,0.409902401,1.370385795,4.688538994,3.264623041,2.712554334,0.221616261,poor,2.36,21.07,6,51814,0,0,8,500.0,812.5,656.25,0,5,1,2,0,0,0,1,2,0,0,0,0,11.7,26.09,10,86325,2,32790,17,581.25,1000.0,790.63,1,6,6,3,1,0,0,1,4,0,0,3,0,20.73,28.12,10,86325,6,105982,25,557.14,952.38,754.76,4,9,7,4,1,0,0,1,7,1,0,6,0,20.87,25.86,13,156367,8,140422,32,600.0,1018.52,809.26,5,9,10,7,1,0,0,3,9,1,0,15,0,19.6,21.28,17,293420,13,284392,67,645.76,1093.22,869.49,8,17,22,16,4,0,0,3,12,1,1,26,1,17.55,19.18,69,1208313,40,1128868,228,722.75,1215.64,969.19,17,60,72,52,21,6,0,15,30,1,3,70,11,4520000
6382,2013-03-09,60,,7.0,,,,,,,OwnerOccupier,Mitino,12583535.69,178473,0.194702869,0.069753361,13087,6839.0,9,13670,17063.0,10,0,,1,0,17,6,no,0,11,4,no,no,no,no,no,no,no,no,21155,9828,11327,28563,14680,13883,120381,60040,60341,29529,9083,20446,13087,6645,6442,13670,7126,6544,32063,16513,15550,3292,1450,1842,24934,12782,12152,458.0,9.0,51.0,12.0,124.0,50.0,201.0,0.0,9.0,2.0,459.0,13.0,24.0,40.0,130.0,252.0,37,2.256098719,1.0503611,11.32239704,0.943533087,0.958373922,0.631865989,0.973781198,0.038322553,0.729962362,16.72718,1.716977,12.96564,2.76854025,33.222483,4.0,2.293152331,3.809587751,4,0.251964923,3.023579081,0.237405477,no,1.360069848,13.09816257,15.91946354,16.76714792,17.94890404,1.250605833,17,no,1.262771914,37,0.83009359,no,15.9554881,83,5.211725768,1,26.10637836,8.011495276,4.791516495,0.77633227,10.21322026,0.503764842,26.36982463,2.05546761,0.355630489,2.092050603,7.601760592,5.862628441,3.363874664,2.446503762,7.267002016,3.35813086,9.380269049,1.01672772,0.553097006,0.654486143,1.028767711,0.631865989,0.68336271,0.0,13.9158469,15.46778511,14.65461771,3.703364042,0.40622053,good,50.07,0.0,0,0,0,0,1,500.0,1000.0,750.0,0,0,1,0,0,0,0,0,1,0,0,2,0,37.18,2.86,2,11000,4,48264,10,780.0,1350.0,1065.0,0,1,5,2,2,0,0,1,1,0,0,2,0,22.9,5.43,4,167000,9,125744,17,700.0,1205.88,952.94,0,3,8,4,2,0,0,1,1,0,0,11,0,21.66,8.01,4,167000,12,163044,26,757.69,1288.46,1023.08,0,4,11,7,4,0,0,1,1,0,0,16,1,22.43,7.98,8,244166,21,874180,45,835.56,1400.0,1117.78,0,7,19,12,5,1,1,4,4,0,0,19,3,17.33,5.88,14,499392,34,1217838,92,905.95,1505.95,1205.95,8,12,30,24,13,4,1,5,7,0,1,38,5,7874023
